CustomerID,Gender,SeniorCitizen,Tenure,ContractType,InternetService,PaymentMethod,MonthlyCharges,StreamingTV,OnlineSecurity,TotalCharges,Churn
CUST0611,Male,1,69,One year,DSL,Electronic check,37.19,Yes,Yes,2566.11,No
CUST0612,Female,0,3,One year,DSL,Bank transfer,67.65,Yes,Yes,202.95,No
CUST0613,Female,0,37,One year,DSL,Bank transfer,93.79,Yes,Yes,3470.23,No
CUST0614,Female,0,49,One year,No,Credit card,33.9,Yes,No,1661.1,Yes
CUST0615,Female,0,19,Month-to-month,No,Electronic check,64.01,Yes,No,1216.19,Yes
CUST0616,Male,0,12,Two year,No,Credit card,68.29,No,Yes,819.48,Yes
CUST0617,Male,0,61,One year,Fiber optic,Electronic check,41.23,No,Yes,2515.03,No
CUST0618,Female,1,41,Two year,Fiber optic,Mailed check,31.56,Yes,Yes,1293.96,No
CUST0619,Male,0,33,One year,DSL,Bank transfer,103.64,Yes,Yes,3420.12,No
CUST0620,Male,0,50,One year,No,Credit card,70.25,No,No,3512.5,Yes
CUST0621,Female,1,68,Month-to-month,DSL,Mailed check,21.44,No,No,1457.92,No
CUST0622,Female,1,71,Month-to-month,No,Mailed check,100.3,Yes,Yes,7121.3,Yes
CUST0623,Male,1,33,Two year,No,Credit card,118.08,No,No,3896.64,No
CUST0624,Female,1,24,Month-to-month,No,Credit card,80.59,No,No,1934.16,No
CUST0625,Male,0,61,Month-to-month,Fiber optic,Mailed check,70.37,No,Yes,4292.57,No
CUST0626,Female,0,61,Two year,Fiber optic,Electronic check,107.84,Yes,Yes,6578.24,No
CUST0627,Male,0,28,Month-to-month,No,Mailed check,115.25,No,Yes,3227.0,Yes
CUST0628,Female,0,58,One year,DSL,Credit card,95.45,Yes,Yes,5536.1,No
CUST0629,Male,0,43,Two year,No,Mailed check,64.55,Yes,No,2775.65,No
CUST0630,Male,0,41,Two year,No,Electronic check,79.22,Yes,Yes,3248.02,Yes
CUST0631,Male,0,39,One year,DSL,Bank transfer,90.09,Yes,No,3513.51,No
CUST0632,Female,0,49,Month-to-month,No,Bank transfer,39.43,Yes,Yes,1932.07,Yes
CUST0633,Male,0,17,Two year,DSL,Mailed check,64.72,No,No,1100.24,No
CUST0634,Male,0,70,Two year,Fiber optic,Electronic check,102.98,Yes,Yes,7208.6,No
CUST0635,Female,0,70,One year,Fiber optic,Bank transfer,85.47,Yes,Yes,5982.9,No
CUST0636,Female,0,65,One year,DSL,Mailed check,61.12,Yes,No,3972.8,No
CUST0637,Male,1,5,Month-to-month,Fiber optic,Mailed check,86.34,No,No,431.7,Yes
CUST0638,Male,0,2,Two year,Fiber optic,Electronic check,31.82,No,No,63.64,No
CUST0639,Female,0,22,Month-to-month,DSL,Credit card,60.15,No,Yes,1323.3,No
CUST0640,Female,0,57,Month-to-month,Fiber optic,Mailed check,99.31,No,No,5660.67,Yes
CUST0641,Female,1,66,One year,No,Credit card,42.05,No,No,2775.3,Yes
CUST0642,Female,0,16,Two year,No,Credit card,38.6,No,No,617.6,No
CUST0643,Female,0,51,Two year,DSL,Bank transfer,115.08,No,No,5869.08,No
CUST0644,Male,0,39,Two year,Fiber optic,Credit card,40.99,Yes,No,1598.61,No
CUST0645,Female,0,40,One year,No,Electronic check,46.09,Yes,No,1843.6,No
CUST0646,Male,1,38,One year,No,Bank transfer,116.96,No,No,4444.48,No
CUST0647,Male,0,60,One year,Fiber optic,Bank transfer,93.47,Yes,No,5608.2,No
CUST0648,Male,0,59,One year,Fiber optic,Bank transfer,89.96,Yes,No,5307.64,No
CUST0649,Female,1,10,One year,No,Mailed check,105.29,No,Yes,1052.9,Yes
CUST0650,Male,1,64,Two year,No,Mailed check,31.58,Yes,Yes,2021.12,No
CUST0651,Male,0,63,Month-to-month,DSL,Credit card,90.6,Yes,No,5707.8,Yes
CUST0652,Female,1,49,Two year,DSL,Bank transfer,70.37,No,Yes,3448.13,No
CUST0653,Male,0,64,Month-to-month,No,Bank transfer,102.92,Yes,Yes,6586.88,Yes
CUST0654,Male,0,32,One year,DSL,Electronic check,70.81,No,No,2265.92,No
CUST0655,Female,0,7,Month-to-month,No,Credit card,82.02,No,No,574.14,Yes
CUST0656,Male,0,21,Two year,No,Electronic check,67.77,Yes,No,1423.17,No
CUST0657,Male,0,20,Two year,DSL,Credit card,67.82,Yes,No,1356.4,No
CUST0658,Male,1,26,Month-to-month,DSL,Credit card,96.8,Yes,No,2516.8,Yes
CUST0659,Female,1,68,One year,Fiber optic,Mailed check,82.86,No,No,5634.48,Yes
CUST0660,Female,0,15,One year,Fiber optic,Mailed check,83.33,No,Yes,1249.95,No
CUST0661,Female,1,14,Two year,Fiber optic,Electronic check,65.03,No,No,910.42,No
CUST0662,Male,0,27,Month-to-month,No,Credit card,73.11,Yes,Yes,1973.97,No
CUST0663,Male,0,40,One year,DSL,Bank transfer,94.57,Yes,No,3782.8,No
CUST0664,Female,0,58,One year,No,Mailed check,102.59,No,No,5950.22,No
CUST0665,Male,0,28,Two year,DSL,Bank transfer,89.66,Yes,Yes,2510.48,No
CUST0666,Male,1,26,One year,No,Electronic check,112.41,Yes,No,2922.66,No
CUST0667,Female,1,63,Month-to-month,Fiber optic,Mailed check,102.03,No,No,6427.89,Yes
CUST0668,Female,0,66,Two year,Fiber optic,Mailed check,76.19,No,Yes,5028.54,No
CUST0669,Male,0,25,Two year,Fiber optic,Credit card,87.14,Yes,No,2178.5,No
CUST0670,Male,0,3,Month-to-month,No,Electronic check,112.63,No,Yes,337.89,Yes
CUST0671,Male,0,72,Two year,DSL,Credit card,81.92,Yes,No,5898.24,No
CUST0672,Female,1,44,One year,DSL,Mailed check,102.48,No,No,4509.12,No
CUST0673,Female,0,42,One year,Fiber optic,Electronic check,88.88,No,Yes,3732.96,Yes
CUST0674,Female,0,6,Month-to-month,Fiber optic,Mailed check,75.19,No,No,451.14,Yes
CUST0675,Female,0,39,One year,Fiber optic,Electronic check,44.18,Yes,Yes,1723.02,No
CUST0676,Male,0,52,Month-to-month,Fiber optic,Mailed check,62.6,Yes,Yes,3255.2,No
CUST0677,Female,0,23,Month-to-month,DSL,Bank transfer,116.77,No,Yes,2685.71,Yes
CUST0678,Female,0,50,One year,No,Bank transfer,85.78,No,No,4289.0,No
CUST0679,Female,0,43,Month-to-month,No,Credit card,76.44,No,No,3286.92,No
CUST0680,Female,0,19,One year,No,Bank transfer,113.3,Yes,Yes,2152.7,No
CUST0681,Female,1,69,Two year,No,Mailed check,78.65,No,No,5426.85,Yes
CUST0682,Male,0,51,Two year,Fiber optic,Mailed check,72.61,No,No,3703.11,No
CUST0683,Male,0,11,Month-to-month,Fiber optic,Bank transfer,95.93,No,No,1055.23,Yes
CUST0684,Female,1,12,One year,Fiber optic,Credit card,91.27,No,Yes,1095.24,Yes
CUST0685,Male,0,8,One year,No,Bank transfer,39.32,Yes,No,314.56,Yes
CUST0686,Female,1,24,Two year,Fiber optic,Electronic check,67.13,Yes,Yes,1611.12,Yes
CUST0687,Female,0,41,Two year,Fiber optic,Electronic check,67.25,No,No,2757.25,No
CUST0688,Male,0,36,One year,DSL,Electronic check,57.82,Yes,No,2081.52,No
CUST0689,Male,0,72,Month-to-month,DSL,Bank transfer,71.73,Yes,Yes,5164.56,Yes
CUST0690,Female,0,55,Two year,Fiber optic,Bank transfer,61.31,Yes,No,3372.05,No
CUST0691,Female,0,9,Month-to-month,DSL,Bank transfer,39.93,No,Yes,359.37,Yes
CUST0692,Female,0,47,Month-to-month,DSL,Electronic check,61.24,Yes,No,2878.28,No
CUST0693,Male,0,15,Two year,Fiber optic,Credit card,27.23,Yes,Yes,408.45,No
CUST0694,Female,0,48,Month-to-month,Fiber optic,Mailed check,77.58,Yes,No,3723.84,No
CUST0695,Female,0,42,Month-to-month,Fiber optic,Bank transfer,105.37,No,No,4425.54,Yes
CUST0696,Female,1,60,One year,Fiber optic,Credit card,92.53,No,No,5551.8,No
CUST0697,Male,1,70,Month-to-month,No,Mailed check,56.04,Yes,Yes,3922.8,No
CUST0698,Female,1,12,One year,No,Mailed check,28.71,Yes,Yes,344.52,No
CUST0699,Female,0,2,Two year,Fiber optic,Mailed check,40.21,No,Yes,80.42,No
CUST0700,Male,0,7,Two year,DSL,Credit card,74.55,No,No,521.85,Yes
CUST0701,Female,0,3,One year,Fiber optic,Credit card,40.71,Yes,Yes,122.13,Yes
CUST0702,Female,0,3,Two year,Fiber optic,Electronic check,74.4,Yes,Yes,223.2,No
CUST0703,Male,0,27,Month-to-month,DSL,Credit card,43.16,No,Yes,1165.32,No
CUST0704,Female,0,40,Month-to-month,No,Credit card,104.89,No,Yes,4195.6,Yes
CUST0705,Male,0,33,Month-to-month,Fiber optic,Credit card,59.73,Yes,Yes,1971.09,No
CUST0706,Male,0,1,Two year,Fiber optic,Mailed check,44.56,No,Yes,44.56,No
CUST0707,Female,0,8,Month-to-month,No,Bank transfer,101.23,Yes,Yes,809.84,Yes
CUST0708,Female,0,32,Two year,No,Electronic check,54.28,Yes,Yes,1736.96,No
CUST0709,Female,0,48,Month-to-month,DSL,Bank transfer,31.15,Yes,Yes,1495.2,No
CUST0710,Female,1,4,One year,No,Bank transfer,77.04,No,Yes,308.16,No
CUST0711,Male,0,70,Two year,No,Credit card,78.16,Yes,No,5471.2,No
CUST0712,Female,0,19,Two year,No,Electronic check,91.47,Yes,No,1737.93,No
CUST0713,Male,0,32,Month-to-month,DSL,Bank transfer,44.02,No,Yes,1408.64,No
CUST0714,Female,0,9,Two year,No,Bank transfer,64.38,No,No,579.42,No
CUST0715,Female,0,12,Two year,No,Electronic check,48.24,Yes,No,578.88,Yes
CUST0716,Female,0,11,One year,DSL,Credit card,28.1,Yes,Yes,309.1,Yes
CUST0717,Male,0,46,One year,No,Bank transfer,107.66,No,Yes,4952.36,No
CUST0718,Female,0,16,Month-to-month,No,Mailed check,92.89,No,Yes,1486.24,Yes
CUST0719,Female,0,1,One year,DSL,Bank transfer,50.15,No,No,50.15,No
CUST0720,Female,0,63,Month-to-month,Fiber optic,Mailed check,79.94,Yes,Yes,5036.22,No
CUST0721,Female,1,21,Month-to-month,DSL,Credit card,40.13,Yes,No,842.73,No
CUST0722,Male,0,30,Month-to-month,No,Bank transfer,109.02,Yes,Yes,3270.6,Yes
CUST0723,Female,0,13,Two year,No,Electronic check,31.49,No,No,409.37,Yes
CUST0724,Male,1,34,One year,No,Electronic check,20.38,Yes,No,692.92,No
CUST0725,Male,0,4,Month-to-month,DSL,Bank transfer,70.2,No,Yes,280.8,Yes
CUST0726,Male,0,28,One year,No,Credit card,78.31,Yes,Yes,2192.68,Yes
CUST0727,Male,0,59,Month-to-month,No,Credit card,77.9,No,No,4596.1,No
CUST0728,Male,0,27,One year,DSL,Electronic check,25.45,Yes,No,687.15,No
CUST0729,Male,1,69,One year,Fiber optic,Bank transfer,51.4,Yes,Yes,3546.6,No
CUST0730,Female,0,25,Month-to-month,Fiber optic,Credit card,69.92,No,Yes,1748.0,No
CUST0731,Male,1,3,Two year,No,Electronic check,41.66,No,No,124.98,No
CUST0732,Male,0,68,One year,DSL,Mailed check,107.26,Yes,Yes,7293.68,No
CUST0733,Male,0,25,Two year,No,Bank transfer,28.71,No,No,717.75,No
CUST0734,Female,0,20,Two year,DSL,Mailed check,68.74,No,Yes,1374.8,No
CUST0735,Female,0,34,Month-to-month,DSL,Mailed check,89.14,Yes,Yes,3030.76,No
CUST0736,Male,0,26,Month-to-month,Fiber optic,Credit card,46.18,No,Yes,1200.68,No
CUST0737,Female,1,5,Month-to-month,Fiber optic,Credit card,82.42,Yes,No,412.1,Yes
CUST0738,Male,0,61,One year,DSL,Credit card,102.94,Yes,Yes,6279.34,Yes
CUST0739,Male,1,9,Month-to-month,No,Bank transfer,39.03,No,No,351.27,Yes
CUST0740,Female,0,50,Month-to-month,Fiber optic,Mailed check,111.72,No,Yes,5586.0,Yes
CUST0741,Male,1,6,One year,No,Bank transfer,75.36,Yes,No,452.16,No
CUST0742,Female,0,60,One year,Fiber optic,Credit card,49.92,Yes,No,2995.2,No
CUST0743,Female,0,44,Month-to-month,Fiber optic,Mailed check,63.09,Yes,Yes,2775.96,No
CUST0744,Male,1,11,Month-to-month,No,Bank transfer,51.22,Yes,No,563.42,Yes
CUST0745,Male,0,66,Month-to-month,Fiber optic,Bank transfer,92.51,Yes,No,6105.66,Yes
CUST0746,Female,0,47,Month-to-month,Fiber optic,Electronic check,99.63,Yes,No,4682.61,Yes
CUST0747,Male,0,3,Two year,No,Bank transfer,103.29,No,No,309.87,Yes
CUST0748,Male,0,30,Two year,Fiber optic,Credit card,118.58,No,Yes,3557.4,Yes
CUST0749,Male,1,21,Month-to-month,Fiber optic,Bank transfer,99.13,No,Yes,2081.73,Yes
CUST0750,Female,0,28,Two year,Fiber optic,Mailed check,80.14,Yes,Yes,2243.92,No
CUST0751,Female,0,62,One year,No,Bank transfer,53.92,No,No,3343.04,Yes
CUST0752,Male,0,33,Two year,DSL,Electronic check,74.46,Yes,No,2457.18,No
CUST0753,Female,0,35,Two year,No,Mailed check,24.11,Yes,Yes,843.85,No
CUST0754,Female,0,52,Month-to-month,DSL,Mailed check,94.48,No,Yes,4912.96,Yes
CUST0755,Female,0,34,Two year,Fiber optic,Electronic check,64.6,Yes,No,2196.4,No
CUST0756,Female,0,41,Two year,DSL,Credit card,22.0,Yes,Yes,902.0,No
CUST0757,Female,0,51,Two year,No,Mailed check,26.25,Yes,Yes,1338.75,Yes
CUST0758,Male,0,47,Two year,No,Credit card,58.75,Yes,No,2761.25,No
CUST0759,Male,0,58,One year,Fiber optic,Mailed check,78.34,Yes,Yes,4543.72,No
CUST0760,Male,0,57,Month-to-month,DSL,Mailed check,66.42,Yes,No,3785.94,No
CUST0761,Female,0,23,Month-to-month,Fiber optic,Credit card,81.92,No,Yes,1884.16,No
CUST0762,Female,0,48,One year,Fiber optic,Mailed check,68.03,Yes,No,3265.44,No
CUST0763,Male,0,22,Two year,No,Credit card,86.17,Yes,No,1895.74,No
CUST0764,Female,0,17,One year,DSL,Electronic check,41.91,Yes,No,712.47,No
CUST0765,Male,0,69,Two year,DSL,Credit card,31.28,Yes,No,2158.32,No
CUST0766,Male,0,11,One year,DSL,Electronic check,79.64,No,No,876.04,No
CUST0767,Male,0,15,Month-to-month,DSL,Mailed check,68.47,No,Yes,1027.05,No
CUST0768,Female,0,35,Month-to-month,Fiber optic,Credit card,22.69,Yes,Yes,794.15,No
CUST0769,Female,0,33,Month-to-month,Fiber optic,Mailed check,58.05,Yes,Yes,1915.65,No
CUST0770,Male,0,16,Two year,No,Credit card,30.61,Yes,No,489.76,No
CUST0771,Male,0,34,Two year,Fiber optic,Electronic check,73.14,No,Yes,2486.76,No
CUST0772,Male,1,66,One year,Fiber optic,Electronic check,59.58,No,No,3932.28,No
CUST0773,Male,0,40,One year,No,Credit card,81.32,No,No,3252.8,No
CUST0774,Female,0,28,Month-to-month,No,Electronic check,100.56,No,Yes,2815.68,Yes
CUST0775,Female,0,47,Two year,No,Mailed check,49.97,Yes,No,2348.59,Yes
CUST0776,Male,0,39,One year,Fiber optic,Mailed check,116.21,No,Yes,4532.19,No
CUST0777,Male,0,70,Two year,Fiber optic,Bank transfer,73.56,No,No,5149.2,No
CUST0778,Female,1,20,Two year,No,Electronic check,81.83,Yes,No,1636.6,No
CUST0779,Female,0,1,Month-to-month,No,Mailed check,88.07,Yes,Yes,88.07,Yes
CUST0780,Male,0,72,Month-to-month,No,Credit card,86.67,No,No,6240.24,Yes
CUST0781,Male,0,63,Two year,Fiber optic,Electronic check,71.1,No,Yes,4479.3,No
CUST0782,Male,0,67,Two year,Fiber optic,Mailed check,62.88,No,No,4212.96,No
CUST0783,Female,0,4,Two year,DSL,Electronic check,25.38,No,Yes,101.52,Yes
CUST0784,Female,0,58,Two year,Fiber optic,Credit card,22.21,Yes,No,1288.18,No
CUST0785,Female,0,25,Month-to-month,Fiber optic,Mailed check,55.8,Yes,Yes,1395.0,No
CUST0786,Male,0,47,One year,Fiber optic,Bank transfer,53.37,No,Yes,2508.39,No
CUST0787,Male,0,38,Month-to-month,No,Bank transfer,58.77,No,No,2233.26,No
CUST0788,Female,0,15,One year,Fiber optic,Electronic check,33.84,No,Yes,507.6,No
CUST0789,Female,0,63,Two year,No,Credit card,93.82,No,No,5910.66,No
CUST0790,Male,0,21,One year,DSL,Mailed check,105.7,No,No,2219.7,No
CUST0791,Female,0,57,Month-to-month,DSL,Credit card,113.87,Yes,Yes,6490.59,Yes
CUST0792,Female,0,53,Month-to-month,No,Mailed check,69.24,Yes,Yes,3669.72,No
CUST0793,Male,0,46,Two year,No,Electronic check,90.09,Yes,Yes,4144.14,No
CUST0794,Female,0,14,Month-to-month,No,Mailed check,105.56,No,Yes,1477.84,Yes
CUST0795,Male,1,17,Two year,Fiber optic,Credit card,61.83,No,Yes,1051.11,No
CUST0796,Male,0,39,Month-to-month,DSL,Credit card,50.94,Yes,No,1986.66,No
CUST0797,Male,0,9,Month-to-month,No,Electronic check,113.67,Yes,Yes,1023.03,Yes
CUST0798,Male,0,6,Two year,Fiber optic,Credit card,71.57,No,No,429.42,Yes
CUST0799,Male,0,23,One year,DSL,Mailed check,69.73,Yes,Yes,1603.79,No
CUST0800,Male,0,59,Month-to-month,Fiber optic,Electronic check,37.84,No,Yes,2232.56,No
CUST0801,Male,0,46,One year,DSL,Mailed check,30.82,No,Yes,1417.72,No
CUST0802,Female,1,38,Month-to-month,Fiber optic,Credit card,104.21,Yes,No,3959.98,Yes
CUST0803,Male,0,14,Month-to-month,DSL,Electronic check,81.41,Yes,Yes,1139.74,No
CUST0804,Male,0,72,Month-to-month,DSL,Mailed check,52.58,Yes,No,3785.76,No
CUST0805,Female,0,62,Month-to-month,Fiber optic,Credit card,39.17,No,No,2428.54,No
CUST0806,Female,1,35,One year,No,Credit card,75.55,No,No,2644.25,No
CUST0807,Female,0,19,One year,DSL,Bank transfer,78.39,Yes,Yes,1489.41,No
CUST0808,Male,1,30,Month-to-month,No,Credit card,40.7,No,No,1221.0,No
CUST0809,Female,0,25,Month-to-month,Fiber optic,Mailed check,105.14,No,Yes,2628.5,Yes
CUST0810,Male,1,40,One year,No,Electronic check,28.43,No,No,1137.2,No
CUST0811,Male,0,14,Two year,No,Bank transfer,55.61,Yes,Yes,778.54,No
CUST0812,Male,1,26,Two year,No,Credit card,88.04,No,No,2289.04,Yes
CUST0813,Male,0,22,One year,No,Credit card,47.41,Yes,Yes,1043.02,No
CUST0814,Female,1,48,Month-to-month,No,Credit card,102.77,Yes,Yes,4932.96,Yes
CUST0815,Female,0,51,Month-to-month,DSL,Mailed check,93.99,No,Yes,4793.49,Yes
CUST0816,Male,0,3,Two year,DSL,Bank transfer,98.9,Yes,No,296.7,Yes
CUST0817,Male,0,42,Two year,DSL,Mailed check,31.91,No,No,1340.22,No
CUST0818,Male,0,19,One year,Fiber optic,Bank transfer,34.05,Yes,Yes,646.95,No
CUST0819,Female,0,28,Two year,No,Electronic check,48.65,Yes,No,1362.2,Yes
CUST0820,Male,0,45,One year,DSL,Mailed check,71.81,No,No,3231.45,Yes
CUST0821,Male,0,71,Two year,Fiber optic,Mailed check,94.8,Yes,No,6730.8,No
CUST0822,Female,0,63,Two year,DSL,Electronic check,103.65,Yes,No,6529.95,Yes
CUST0823,Female,1,19,Two year,DSL,Bank transfer,90.43,Yes,No,1718.17,No
CUST0824,Male,0,47,Month-to-month,No,Credit card,112.86,No,No,5304.42,Yes
CUST0825,Female,1,14,Month-to-month,Fiber optic,Electronic check,93.87,No,No,1314.18,Yes
CUST0826,Female,0,38,Month-to-month,No,Credit card,50.63,Yes,Yes,1923.94,No
CUST0827,Male,0,53,Two year,No,Credit card,46.51,Yes,Yes,2465.03,No
CUST0828,Female,0,61,One year,DSL,Electronic check,89.62,Yes,No,5466.82,No
CUST0829,Male,0,36,One year,No,Bank transfer,39.29,No,Yes,1414.44,No
CUST0830,Female,0,40,One year,Fiber optic,Credit card,29.27,No,Yes,1170.8,Yes
CUST0831,Male,0,30,One year,No,Electronic check,73.22,Yes,Yes,2196.6,No
CUST0832,Male,0,9,Month-to-month,No,Mailed check,102.16,No,No,919.44,Yes
CUST0833,Male,0,64,Month-to-month,No,Mailed check,30.14,No,No,1928.96,Yes
CUST0834,Female,1,33,Two year,DSL,Mailed check,99.19,No,No,3273.27,Yes
CUST0835,Male,1,52,Two year,Fiber optic,Electronic check,101.16,No,No,5260.32,No
CUST0836,Female,0,14,One year,DSL,Mailed check,68.23,Yes,No,955.22,No
CUST0837,Male,0,53,Month-to-month,DSL,Credit card,25.73,No,Yes,1363.69,No
CUST0838,Male,0,59,One year,DSL,Mailed check,37.46,No,No,2210.14,No
CUST0839,Female,0,41,Two year,DSL,Mailed check,90.74,Yes,Yes,3720.34,No
CUST0840,Male,0,68,Two year,DSL,Credit card,91.18,Yes,No,6200.24,No
CUST0841,Male,0,68,One year,Fiber optic,Mailed check,109.84,No,Yes,7469.12,No
CUST0842,Female,0,8,Two year,No,Credit card,78.27,No,No,626.16,Yes
CUST0843,Male,1,2,One year,DSL,Mailed check,32.41,Yes,No,64.82,No
CUST0844,Male,0,41,Month-to-month,DSL,Credit card,32.14,Yes,No,1317.74,No
CUST0845,Male,0,55,One year,Fiber optic,Mailed check,92.11,Yes,No,5066.05,No
CUST0846,Male,0,16,Month-to-month,Fiber optic,Credit card,38.38,No,No,614.08,No
CUST0847,Female,0,62,Month-to-month,No,Electronic check,52.84,No,No,3276.08,Yes
CUST0848,Female,0,48,Two year,Fiber optic,Credit card,68.72,Yes,Yes,3298.56,No
CUST0849,Male,1,30,Two year,No,Mailed check,22.48,No,No,674.4,Yes
CUST0850,Female,0,12,Two year,DSL,Mailed check,44.88,Yes,Yes,538.56,No
CUST0851,Male,1,35,One year,DSL,Bank transfer,60.79,No,No,2127.65,No
CUST0852,Female,0,11,One year,No,Credit card,47.96,Yes,Yes,527.56,No
CUST0853,Male,0,64,Two year,Fiber optic,Electronic check,33.64,Yes,Yes,2152.96,Yes
CUST0854,Male,0,50,One year,No,Credit card,92.8,No,Yes,4640.0,No
CUST0855,Male,0,21,Two year,Fiber optic,Credit card,101.31,No,Yes,2127.51,No
CUST0856,Male,1,69,One year,DSL,Electronic check,45.75,No,Yes,3156.75,No
CUST0857,Male,1,48,Month-to-month,Fiber optic,Credit card,97.44,No,Yes,4677.12,Yes
CUST0858,Male,0,20,Month-to-month,No,Electronic check,58.56,No,No,1171.2,No
CUST0859,Female,0,67,Two year,No,Electronic check,70.67,No,Yes,4734.89,No
CUST0860,Male,0,44,One year,DSL,Credit card,105.6,Yes,No,4646.4,No
CUST0861,Female,1,33,One year,Fiber optic,Credit card,95.0,No,No,3135.0,No
CUST0862,Male,0,61,Month-to-month,Fiber optic,Mailed check,100.51,Yes,Yes,6131.11,Yes
CUST0863,Female,0,9,Month-to-month,Fiber optic,Mailed check,33.68,Yes,Yes,303.12,Yes
CUST0864,Female,0,68,Two year,DSL,Bank transfer,26.97,No,No,1833.96,No
CUST0865,Female,0,35,Month-to-month,Fiber optic,Bank transfer,109.34,Yes,Yes,3826.9,Yes
CUST0866,Male,0,65,Two year,No,Credit card,58.78,Yes,Yes,3820.7,No
CUST0867,Male,0,8,Month-to-month,Fiber optic,Electronic check,48.79,No,Yes,390.32,Yes
CUST0868,Female,1,45,Month-to-month,DSL,Bank transfer,92.47,No,Yes,4161.15,Yes
CUST0869,Male,0,47,One year,Fiber optic,Credit card,103.64,No,Yes,4871.08,No
CUST0870,Female,0,40,Month-to-month,Fiber optic,Bank transfer,106.25,Yes,Yes,4250.0,Yes
CUST0871,Male,1,54,Month-to-month,No,Electronic check,51.6,No,Yes,2786.4,No
CUST0872,Female,0,46,Two year,Fiber optic,Credit card,105.22,No,No,4840.12,No
CUST0873,Female,1,47,Month-to-month,No,Electronic check,24.09,No,Yes,1132.23,No
CUST0874,Male,0,15,Two year,No,Credit card,24.97,No,No,374.55,No
CUST0875,Female,0,19,Month-to-month,DSL,Bank transfer,82.35,Yes,No,1564.65,Yes
CUST0876,Male,1,26,Month-to-month,No,Mailed check,26.31,No,No,684.06,Yes
CUST0877,Female,0,52,Two year,No,Bank transfer,52.46,Yes,No,2727.92,No
CUST0878,Female,0,22,One year,DSL,Bank transfer,87.28,No,Yes,1920.16,No
CUST0879,Male,0,21,Two year,No,Mailed check,53.73,Yes,No,1128.33,No
CUST0880,Male,0,51,Two year,DSL,Mailed check,37.96,Yes,No,1935.96,Yes
CUST0881,Male,0,38,Two year,Fiber optic,Credit card,48.14,Yes,No,1829.32,No
CUST0882,Female,0,20,One year,DSL,Credit card,65.76,No,No,1315.2,No
CUST0883,Male,1,29,Month-to-month,No,Electronic check,67.54,Yes,No,1958.66,No
CUST0884,Female,0,51,Two year,DSL,Electronic check,98.3,No,Yes,5013.3,Yes
CUST0885,Female,0,4,Two year,No,Bank transfer,95.02,No,Yes,380.08,Yes
CUST0886,Male,0,55,One year,Fiber optic,Mailed check,65.68,No,No,3612.4,No
CUST0887,Male,0,71,Two year,DSL,Electronic check,104.57,No,Yes,7424.47,No
CUST0888,Female,0,28,Month-to-month,Fiber optic,Bank transfer,31.42,No,Yes,879.76,No
CUST0889,Female,1,4,One year,No,Mailed check,45.54,Yes,No,182.16,Yes
CUST0890,Male,0,22,Month-to-month,No,Credit card,102.8,No,No,2261.6,Yes
CUST0891,Male,0,45,Month-to-month,Fiber optic,Bank transfer,57.8,Yes,No,2601.0,No
CUST0892,Male,0,67,One year,DSL,Credit card,118.12,Yes,Yes,7914.04,No
CUST0893,Male,0,66,Two year,DSL,Electronic check,66.63,Yes,No,4397.58,Yes
CUST0894,Male,0,34,Month-to-month,No,Electronic check,99.19,Yes,Yes,3372.46,Yes
CUST0895,Female,0,55,Month-to-month,Fiber optic,Mailed check,60.23,Yes,Yes,3312.65,No
CUST0896,Female,1,1,Month-to-month,Fiber optic,Bank transfer,62.5,Yes,Yes,62.5,Yes
CUST0897,Female,0,72,Month-to-month,DSL,Credit card,58.29,Yes,No,4196.88,No
CUST0898,Female,0,38,One year,DSL,Mailed check,91.91,No,Yes,3492.58,Yes
CUST0899,Male,0,6,One year,DSL,Electronic check,74.75,Yes,No,448.5,No
CUST0900,Male,0,25,Month-to-month,Fiber optic,Electronic check,114.38,No,No,2859.5,Yes
CUST0901,Male,0,17,Two year,DSL,Bank transfer,45.09,Yes,No,766.53,No
CUST0902,Female,0,61,Month-to-month,DSL,Credit card,30.06,Yes,No,1833.66,No
CUST0903,Female,0,12,Two year,No,Bank transfer,59.33,Yes,No,711.96,No
CUST0904,Male,0,6,Month-to-month,DSL,Credit card,81.67,Yes,Yes,490.02,Yes
CUST0905,Male,0,27,Two year,DSL,Credit card,106.08,No,Yes,2864.16,No
CUST0906,Female,0,8,Month-to-month,Fiber optic,Bank transfer,54.62,No,Yes,436.96,Yes
CUST0907,Female,1,65,Two year,Fiber optic,Mailed check,85.38,No,Yes,5549.7,No
CUST0908,Male,1,57,Month-to-month,No,Bank transfer,55.02,Yes,Yes,3136.14,Yes
CUST0909,Male,0,40,Month-to-month,DSL,Bank transfer,81.72,Yes,No,3268.8,No
CUST0910,Female,1,14,Two year,No,Electronic check,108.48,Yes,No,1518.72,No
CUST0911,Male,0,35,One year,Fiber optic,Electronic check,43.14,No,Yes,1509.9,No
CUST0912,Male,0,48,Two year,No,Bank transfer,60.42,Yes,Yes,2900.16,No
CUST0913,Male,0,56,One year,Fiber optic,Bank transfer,119.33,No,Yes,6682.48,No
CUST0914,Female,0,49,Month-to-month,No,Electronic check,106.86,No,No,5236.14,Yes
CUST0915,Female,0,13,Two year,No,Credit card,76.46,Yes,No,993.98,No
